349.69	60.84 	78	22.31 	187	168	63	178.31 	169.78 	179.31 	M
309.76	56.25 	75	24.21 	176	164	80	167.72 	164.63 	172.00 	M
342.25	42.25 	65	18.99 	185	174	55	164.36 	173.43 	174.61 	M
316.84	56.25 	75	23.67 	178	168	56	165.08 	174.53 	187.89 	M
295.84	37.21 	61	20.62 	172	167	57	181.81 	163.18 	182.50 	M
324	72.25 	85	26.23 	180	171	66	168.92 	167.87 	170.41 	M
345.96	77.44 	88	25.44 	186	174	58	170.40 	173.54 	192.51 	M
278.89	25.00 	50	17.93 	167	176	52	175.11 	168.44 	190.66 	M
302.76	56.25 	75	24.77 	174	176	60	179.58 	176.15 	169.02 	M
289	36.00 	60	20.76 	170	160	70	175.20 	179.41 	177.83 	M
334.89	64.00 	80	23.89 	183	174	62	178.60 	180.33 	179.46 	M
299.29	42.25 	65	21.72 	173	170	60	184.22 	172.64 	178.35 	M
324	30.25 	55	16.98 	180	170	75	177.49 	168.51 	180.29 	M
334.89	42.25 	65	19.41 	183	165	49	174.47 	180.60 	170.32 	M
316.84	64.00 	80	25.25 	178	177	75	176.08 	162.75 	177.78 	M
316.84	42.25 	65	20.52 	178	178	48	183.66 	168.14 	165.87 	M
282.24	40.96 	64	22.68 	168	173	53	165.88 	169.19 	191.40 	M
292.41	46.24 	68	23.26 	171	160	51	154.47 	175.94 	158.81 	M
289	36.00 	60	20.76 	170	157	76	166.54 	168.04 	168.63 	M
299.29	36.00 	60	20.05 	173	175	65	179.01 	183.82 	160.24 	M
299.29	36.00 	60	20.05 	173	173	45	190.85 	165.01 	170.67 	M
299.29	49.00 	70	23.39 	173	178	58	173.89 	166.44 	182.69 	M
306.25	36.00 	60	19.59 	175	175	75	172.07 	165.06 	179.65 	M
327.61	49.00 	70	21.37 	181	170	65	170.43 	170.92 	175.93 	M
324	44.89 	67	20.68 	180	165	47	171.43 	178.53 	178.58 	M
306.25	42.25 	65	21.22 	175	169	55	162.11 	176.39 	183.11 	M
316.84	53.29 	73	23.04 	178	178	60	166.65 	168.25 	178.44 	M
361	72.25 	85	23.55 	190	172	63	175.68 	176.12 	158.61 	M
316.84	54.76 	74	23.36 	178	164	51	184.03 	170.34 	180.34 	M
282.24	39.69 	63	22.32 	168	170	55	179.84 	170.43 	155.70 	M
295.84	39.69 	63	21.30 	172	187	47	154.81 	163.70 	178.67 	M
327.61	44.89 	67	20.45 	181	160	80	192.36 	162.86 	177.57 	M
342.25	57.76 	76	22.21 	185	169	73	185.80 	168.68 	184.82 	M
345.96	54.76 	74	21.39 	186	174	65	173.51 	175.41 	183.52 	M
285.61	36.00 	60	21.01 	169	163	70	160.67 	169.04 	192.04 	M
316.84	81.00 	90	28.41 	178	170	63	173.17 	184.11 	173.95 	M
316.84	49.00 	70	22.09 	178	173	70	174.11 	173.08 	174.51 	M
309.76	33.64 	58	18.72 	176	168	72	159.21 	169.64 	182.68 	M
302.76	46.24 	68	22.46 	174	158	53	176.22 	169.95 	170.41 	M
316.84	36.00 	60	18.94 	178	184	74	150.01 	179.91 	174.36 	M
309.76	51.84 	72	23.24 	176	178	70	165.92 	178.13 	183.28 	M
324	42.25 	65	20.06 	180	163	50	175.84 	180.86 	160.76 	M
306.25	42.25 	65	21.22 	175	178	65	170.14 	176.64 	160.18 	M
331.24	36.00 	60	18.11 	182	179	68	177.21 	179.96 	176.33 	M
295.84	42.25 	65	21.97 	172	163	65	163.91 	180.26 	192.26 	M
289	42.25 	65	22.49 	170	185	75	178.61 	178.41 	164.35 	M
282.24	28.09 	53	18.78 	168	175	60	166.93 	172.93 	181.84 	M
302.76	42.25 	65	21.47 	174	155	46	181.65 	163.78 	158.56 	M
316.84	46.24 	68	21.46 	178	172	47	177.35 	173.37 	182.62 	M
313.29	46.24 	68	21.71 	177	160	78	171.63 	172.10 	189.14 	M
302.76	38.44 	62	20.48 	174	175	65	172.13 	183.43 	165.30 	M
306.25	42.25 	65	21.22 	175	160	50	148.55 	175.08 	158.38 	M
295.84	67.24 	82	27.72 	172	173	55	161.56 	174.28 	178.97 	M
372.49	81.00 	90	24.16 	193	186	75	166.43 	171.54 	176.02 	M
302.76	60.84 	78	25.76 	174	171	56.5	178.85 	180.68 	181.49 	M
316.84	42.25 	65	20.52 	178	186	60	173.89 	171.01 	168.69 	M
302.76	30.25 	55	18.17 	174	175	70	182.60 	168.99 	179.88 	M
320.41	49.00 	70	21.85 	179	180	63	192.86 	165.97 	159.68 	M
357.21	60.84 	78	21.84 	189	163	68	175.92 	168.64 	161.78 	M
309.76	38.44 	62	20.02 	176	170	60	171.30 	167.49 	188.47 	M
295.84	67.24 	82	27.72 	172	183	53	182.40 	172.52 	158.53 	M
302.76	72.25 	85	28.08 	174	168	100	187.94 	174.22 	161.16 	M
292.41	30.25 	55	18.81 	171	176	60	159.82 	166.05 	181.01 	M
316.84	43.56 	66	20.83 	178	180	55	148.52 	170.65 	171.84 	M
313.29	42.25 	65	20.75 	177	170	70	164.22 	171.74 	172.80 	M
302.76	49.00 	70	23.12 	174	168	68	163.37 	174.65 	173.82 	M
345.96	51.84 	72	20.81 	186	177	60	169.76 	170.67 	173.23 	M
295.84	25.00 	50	16.90 	172	182	95	172.24 	168.34 	165.11 	M
306.25	36.00 	60	19.59 	175	182	60	164.91 	170.83 	172.85 	M
306.25	56.25 	75	24.49 	175	173	65	172.53 	171.64 	188.01 	M
313.29	49.00 	70	22.34 	177	162	75	164.03 	172.41 	175.66 	M
289	56.25 	75	25.95 	170	175	55	147.17 	169.88 	185.52 	M
306.25	36.00 	60	19.59 	175	155	70	176.38 	164.65 	155.92 	M
299.29	56.25 	75	25.06 	173	178	60	171.95 	164.21 	185.17 	M
320.41	72.25 	85	26.53 	179	160	50	157.15 	176.48 	160.49 	M
299.29	100.00 	100	33.41 	173	183	68	168.01 	166.34 	167.75 	M
289	59.29 	77	26.64 	170	156	58	169.23 	177.75 	191.41 	M
289	30.25 	55	19.03 	170	176	59.5	177.01 	179.03 	171.64 	M
302.76	46.24 	68	22.46 	174	178	65	181.16 	176.73 	165.13 	M
299.29	156.25 	125	41.77 	173	158	48	170.28 	172.32 	178.38 	M
316.84	39.69 	63	19.88 	178	171	60	167.26 	173.74 	186.36 	M
292.41	30.25 	55	18.81 	171	186	55	184.47 	166.41 	176.74 	M
272.25	30.25 	55	20.20 	165	161	60	163.76 	180.27 	167.89 	M
357.21	54.76 	74	20.72 	189	170	80	183.01 	168.18 	180.43 	M
299.29	42.25 	65	21.72 	173	175	67.5	197.89 	169.29 	183.74 	M
278.89	38.44 	62	22.23 	167	160	72	169.30 	162.26 	180.27 	M
285.61	27.04 	52	18.21 	169	181	62	178.51 	173.12 	183.52 	M
289	36.00 	60	20.76 	170	161	50	179.10 	179.93 	164.22 	M
309.76	51.84 	72	23.24 	176	165	65	163.67 	159.48 	155.83 	M
309.76	42.25 	65	20.98 	176	172	78	169.54 	173.75 	172.40 	M
306.25	43.56 	66	21.55 	175	178	60	179.62 	165.97 	176.91 	M
302.76	29.16 	54	17.84 	174	165	62	181.59 	167.70 	163.50 	M
299.29	42.25 	65	21.72 	173	168	67	179.00 	176.29 	183.84 	M
299.29	39.69 	63	21.05 	173	166	47	170.30 	168.93 	170.63 	M
316.84	42.25 	65	20.52 	178	177	82	175.99 	167.58 	188.85 	M
320.41	44.89 	67	20.91 	179	160	44	161.85 	171.44 	162.04 	M
331.24	42.25 	65	19.62 	182	173	56	161.36 	174.73 	171.61 	M
272.25	42.25 	65	23.88 	165	176	55	186.19 	177.32 	156.93 	M
345.96	60.84 	78	22.55 	186	177	62	183.22 	173.30 	189.43 	M
262.44	25.00 	50	19.05 	162	173	60	182.18 	171.16 	158.31 	M
265.69	30.25 	55	20.70 	163	173	82	172.90 	173.89 	163.24 	M
345.96	56.25 	75	21.68 	186	178	65	181.45 	167.91 	166.08 	M
316.84	81.00 	90	28.41 	178	182	65	176.74 	180.20 	172.75 	M
324	45.56 	67.5	20.83 	180	185	78	156.92 	173.94 	178.42 	M
289	42.25 	65	22.49 	170	174	52	179.74 	169.19 	159.12 	M
302.76	64.00 	80	26.42 	174	173	46	177.53 	175.00 	168.47 	M
299.29	70.56 	84	28.07 	173	168	70	165.51 	177.33 	175.30 	M
302.76	43.56 	66	21.80 	174	178	54	155.78 	176.06 	160.73 	M
313.29	35.40 	59.5	18.99 	177	158	80	171.51 	170.85 	169.60 	M
265.69	27.04 	52	19.57 	163	173	67	173.37 	171.45 	177.10 	M
313.29	40.96 	64	20.43 	177	179	55	186.67 	163.26 	190.03 	M
306.25	49.00 	70	22.86 	175	160	53	174.84 	167.31 	166.37 	M
285.61	31.36 	56	19.61 	169	172	45	168.24 	165.69 	179.51 	M
316.84	36.00 	60	18.94 	178	170	60	178.44 	168.64 	177.98 	M
299.29	30.25 	55	18.38 	173	179.5	65	168.88 	168.42 	165.80 	M
334.89	53.29 	73	21.80 	183	177	69	155.65 	171.68 	164.62 	M
289	38.44 	62	21.45 	170	175	40	173.25 	175.96 	158.83 	M
285.61	53.29 	73	25.56 	169	173	84	173.33 	177.46 	183.31 	M
334.89	36.00 	60	17.92 	183	173	72	175.03 	175.52 	188.94 	M
262.44	31.92 	56.5	21.53 	162	179	55	184.41 	169.75 	163.86 	M
316.84	46.24 	68	21.46 	178	182	65	183.48 	171.45 	191.36 	M
316.84	42.25 	65	20.52 	178	185	70	165.97 	171.01 	170.73 	M
282.24	31.36 	56	19.84 	168	160	63	177.02 	169.53 	177.45 	M
299.29	31.36 	56	18.71 	173	163	64	174.49 	170.06 	164.68 	M
320.41	39.69 	63	19.66 	179	169	65	164.51 	180.06 	157.59 	M
320.41	64.00 	80	24.97 	179	168	66	187.60 	175.50 	180.91 	M
289	56.25 	75	25.95 	170	180	67	155.04 	172.94 	166.91 	M
295.84	47.61 	69	23.32 	172	175	70	177.57 	171.56 	171.93 	M
306.25	49.00 	70	22.86 	175	179	60	169.71 	172.53 	157.37 	M
316.84	42.25 	65	20.52 	178	166	60	180.91 	172.10 	169.85 	M
320.41	54.76 	74	23.10 	179	178	65	169.27 	164.09 	167.30 	M
292.41	56.25 	75	25.65 	171	170	48	168.66 	169.82 	189.95 	M
324	36.00 	60	18.52 	180	178	75	155.91 	173.22 	176.61 	M
306.25	36.00 	60	19.59 	175	175	63	149.41 	176.43 	170.39 	M
289	33.64 	58	20.07 	170	183	60	174.21 	174.09 	161.07 	M
342.25	46.92 	68.5	20.01 	185	175	70	168.53 	164.81 	162.64 	M
306.25	40.96 	64	20.90 	175	178	50	166.24 	171.39 	179.19 	M
299.29	36.00 	60	20.05 	173	172	70	173.65 	173.22 	190.00 	M
295.84	49.00 	70	23.66 	172	160	75	169.78 	172.33 	166.88 	M
313.29	42.25 	65	20.75 	177	179	53	163.64 	169.84 	191.43 	M
331.24	51.84 	72	21.74 	182	178	64	168.03 	174.93 	167.75 	M
295.84	49.00 	70	23.66 	172	189	62.5	178.49 	166.30 	183.83 	M
313.29	33.64 	58	18.51 	177	158	100	159.63 	170.49 	174.58 	M
306.25	36.00 	60	19.59 	175	168	68	166.89 	176.94 	177.86 	M
306.25	46.24 	68	22.20 	175	186	60	178.36 	167.77 	164.01 	M
299.29	39.69 	63	21.05 	173	170	65	167.78 	166.71 	178.37 	M
